id,speed_kmh,ax_g,ay_g,yaw_rate_dps,steering_angle_deg,wheel_fl_kmh,wheel_fr_kmh,wheel_rl_kmh,wheel_rr_kmh,slip_fl,slip_fr,slip_rl,slip_rr,image_path,road_image_path,rac,img,dyn,decision,feature
20260322_152131_087483,31.10625,-0.049799999999999914,-0.032399999999999964,-2.5699999999999994,-2.4999999999999964,31.05,30.825,31.1625,30.9375,0.001808318,0.009041591,-0.001808318,0.005424955000000005,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152131_087483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152131_087483.jpg,0.45,0.424219,0.354611,0.418989,0.399421
20260322_152131_087483,31.078125,-0.04019999999999996,-0.02847499999999998,-2.5074999999999994,-2.074999999999998,31.021875,30.796875,31.134375000000002,30.8953125,0.001809959,0.00904979575,-0.001809959,0.005883598250000003,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152131_087483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152131_087483.jpg,0.45,0.424219,0.352393,0.415570,0.399803
20260322_152131_087483,31.05,-0.0306,-0.02455,-2.445,-1.65,30.993750000000002,30.76875,31.106250000000003,30.853125,0.0018116,0.0090580005,-0.0018116,0.0063422415,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152131_087483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152131_087483.jpg,0.45,0.424219,0.352156,0.413299,0.399749
20260322_152131_087483,31.021874999999998,-0.020999999999999956,-0.020624999999999984,-2.3824999999999994,-1.224999999999998,30.965625,30.740624999999998,31.078125,30.8109375,0.0018132410000000002,0.00906620525,-0.0018132410000000002,0.006800884750000002,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152131_087483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152131_087483.jpg,0.45,0.424219,0.354169,0.411941,0.399375
20260322_152131_337483,30.99375,-0.0114,-0.0167,-2.32,-0.8,30.9375,30.7125,31.05,30.76875,0.001814882,0.00907441,-0.001814882,0.007259528,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152131_337483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152131_337483.jpg,0.45,0.434407,0.360775,0.413947,0.386951
20260322_152131_337483,30.9375,-0.01727500000000004,-0.01204999999999997,-2.2524999999999995,1.1500000000000128,30.8671875,30.684375,30.965625,30.740625,0.002275238250000003,0.008176922749999994,-0.000904122999999994,0.006358722749999994,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152131_337483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152131_337483.jpg,0.45,0.434407,0.366013,0.415738,0.387438
20260322_152131_337483,30.881249999999998,-0.023150000000000025,-0.0073999999999999795,-2.1849999999999996,3.1000000000000085,30.796875,30.65625,30.881249999999998,30.7125,0.0027355945000000024,0.007279435499999996,6.636000000004088e-06,0.005457917499999996,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152131_337483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152131_337483.jpg,0.45,0.434407,0.370084,0.417247,0.388324
20260322_152131_337483,30.825,-0.029025000000000013,-0.002749999999999992,-2.1174999999999997,5.050000000000004,30.7265625,30.628125,30.796875,30.684375,0.003195950750000001,0.006381948249999998,0.0009173950000000021,0.0045571122499999984,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152131_337483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152131_337483.jpg,0.45,0.434407,0.371390,0.418368,0.389394
20260322_152131_587483,30.76875,-0.034900000000000014,0.0018999999999999592,-2.0499999999999963,6.9999999999999964,30.65625,30.6,30.7125,30.65625,0.003656307,0.005484460999999996,0.0018281539999999879,0.0036563069999999962,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152131_587483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152131_587483.jpg,0.45,0.433396,0.369720,0.418797,0.402996
20260322_152131_587483,30.7265625,-0.036300000000000006,-0.00270000000000002,-1.639999999999998,6.574999999999998,30.6140625,30.571875000000002,30.7125,30.628125,0.003661348,0.005032463499999998,0.00045199774999999396,0.003201788999999998,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152131_587483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152131_587483.jpg,0.45,0.433396,0.368178,0.419008,0.403173
